id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
744,Honda Shine,30000.0,2014,Individual,1st owner,40000,,10,8,4000.0,333.333,Honda
745,Honda CB Unicorn Dazzler,50000.0,2010,Individual,1st owner,75000,71757.0,14,15,5357.143,446.429,Honda
746,Honda Livo,45000.0,2018,Individual,1st owner,10000,,6,2,1666.667,138.889,Honda
747,Honda Aviator,28000.0,2009,Individual,1st owner,29625,59183.0,15,6,1975.0,164.583,Honda
748,Honda Activa [2000-2015],6000.0,2006,Individual,2nd owner,35000,50267.0,18,7,1944.444,162.037,Honda
749,Hero Hunk,35000.0,2016,Individual,1st owner,32000,78513.0,8,7,4000.0,333.333,Hero
750,Honda Activa 125,30000.0,2014,Individual,1st owner,20000,,10,4,2000.0,166.667,Honda
751,Bajaj Discover 110,15000.0,2007,Individual,1st owner,70000,52710.0,17,14,4117.647,343.137,Bajaj
752,Hero Xtreme [2013-2014],45000.0,2013,Individual,1st owner,57000,75936.0,11,12,5181.818,431.818,Hero
753,TVS Victor GLX,18000.0,2005,Individual,1st owner,11000,,19,3,578.947,48.246,TVS
754,Bajaj Pulsar NS200,85000.0,2018,Individual,1st owner,17500,,6,4,2916.667,243.056,Bajaj
755,Honda Aviator,30000.0,2014,Individual,1st owner,7000,59183.0,10,2,700.0,58.333,Honda
756,Bajaj Platina 100,40000.0,2018,Individual,1st owner,17500,,6,4,2916.667,243.056,Bajaj
757,TVS Sport,34000.0,2018,Individual,1st owner,25000,,6,5,4166.667,347.222,TVS
758,Hero Honda Passion Plus,8000.0,2003,Individual,1st owner,53500,,21,11,2547.619,212.302,Hero Honda
759,Bajaj V15,70000.0,2018,Individual,1st owner,15000,67187.0,6,3,2500.0,208.333,Bajaj
760,Honda Dio,50000.0,2016,Individual,1st owner,8000,,8,2,1000.0,83.333,Honda
761,Honda Dream Yuga,35000.0,2015,Individual,1st owner,39448,56147.0,9,8,4383.111,365.259,Honda
762,Hero Honda Splendor Plus,20000.0,2006,Individual,1st owner,75000,,18,15,4166.667,347.222,Hero Honda
763,Bajaj Pulsar 150,50000.0,2012,Individual,1st owner,28000,,12,6,2333.333,194.444,Bajaj
764,Bajaj Discover 135,37000.0,2008,Individual,1st owner,62000,,16,13,3875.0,322.917,Bajaj
765,Honda Livo,69000.0,2018,Individual,1st owner,12000,,6,3,2000.0,166.667,Honda
766,Hero Honda Splendor NXG,28000.0,2012,Individual,1st owner,49999,,12,10,4166.583,347.215,Hero Honda
767,Bajaj Discover 125,25000.0,2011,Individual,1st owner,70000,57549.0,13,14,5384.615,448.718,Bajaj
768,Yamaha FZ V 2.0,60000.0,2018,Individual,1st owner,25000,81508.0,6,5,4166.667,347.222,Yamaha
769,Yamaha SZ-S,50000.0,2014,Individual,1st owner,20000,72532.0,10,4,2000.0,166.667,Yamaha
770,Royal Enfield Thunderbird 350,135000.0,2016,Individual,1st owner,4500,,8,1,562.5,46.875,Royal Enfield
771,Bajaj Discover 125 M,30000.0,2014,Individual,1st owner,45000,49146.0,10,9,4500.0,375.0,Bajaj
772,Yamaha FZ S [2012-2016],60000.0,2014,Individual,1st owner,68000,79432.0,10,14,6800.0,566.667,Yamaha
773,Honda Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,15,19,6333.333,527.778,Honda
774,Bajaj Xcd,20000.0,2009,Individual,1st owner,16000,,15,4,1066.667,88.889,Bajaj
775,Bajaj Avenger Street 160,80000.0,2019,Individual,1st owner,5000,,5,1,1000.0,83.333,Bajaj
776,Royal Enfield Electra 5 S,99000.0,2006,Individual,2nd owner,36000,,18,8,2000.0,166.667,Royal Enfield
777,TVS Apache RTR 200 4V,90000.0,2018,Individual,1st owner,70000,,6,14,11666.667,972.222,TVS
778,Hero Honda Splendor Plus,20000.0,2005,Individual,1st owner,27370,,19,6,1440.526,120.044,Hero Honda
779,Hero Glamour 125,50000.0,2017,Individual,1st owner,8600,61600.0,7,2,1228.571,102.381,Hero
780,TVS Victor GLX,27000.0,2002,Individual,1st owner,49000,,22,10,2227.273,185.606,TVS
781,Honda Grazia,60000.0,2018,Individual,1st owner,16000,,6,4,2666.667,222.222,Honda
782,Bajaj Pulsar 150 [2001-2011],12000.0,2007,Individual,2nd owner,100000,,17,20,5882.353,490.196,Bajaj
783,Hero Xtreme 2014,50000.0,2014,Individual,1st owner,10000,72973.0,10,2,1000.0,83.333,Hero
784,Hero Pleasure,20000.0,2012,Individual,2nd owner,30000,49600.0,12,6,2500.0,208.333,Hero
785,Hero Passion XPro,45000.0,2018,Individual,1st owner,7000,58900.0,6,2,1166.667,97.222,Hero
786,Hero Super Splendor,40000.0,2013,Individual,1st owner,68000,,11,14,6181.818,515.152,Hero
787,Yamaha FZ S [2012-2016],45000.0,2016,Individual,2nd owner,20000,79432.0,8,4,2500.0,208.333,Yamaha
788,Honda Activa [2000-2015],25000.0,2015,Individual,1st owner,25000,50267.0,9,5,2777.778,231.481,Honda
789,Hero Glamour FI,75000.0,2019,Individual,1st owner,8900,71150.0,5,2,1780.0,148.333,Hero
790,Hero Honda Passion Plus,25000.0,2007,Individual,1st owner,70000,,17,14,4117.647,343.137,Hero Honda
791,Hero Splendor Plus,25000.0,2006,Individual,2nd owner,40000,,18,8,2222.222,185.185,Hero
792,Hero Xpulse 200,100000.0,2019,Individual,1st owner,8500,107500.0,5,2,1700.0,141.667,Hero
793,Honda CB Unicorn 150,30000.0,2012,Individual,1st owner,32000,74295.0,12,7,2666.667,222.222,Honda
794,Bajaj Discover 135,25000.0,2010,Individual,1st owner,55000,,14,11,3928.571,327.381,Bajaj
795,Hero Honda Splendor,10000.0,2006,Individual,1st owner,75000,,18,15,4166.667,347.222,Hero Honda
796,Hero Honda CD Deluxe,25000.0,2008,Individual,3rd owner,65000,,16,13,4062.5,338.542,Hero Honda
797,Royal Enfield Electra Twinspark,120000.0,2016,Individual,1st owner,345000,,8,69,43125.0,3593.75,Royal Enfield
798,Honda Dream Neo,42000.0,2014,Individual,1st owner,21000,53415.0,10,5,2100.0,175.0,Honda
799,Hero Maestro,30000.0,2013,Individual,1st owner,60000,49412.0,11,12,5454.545,454.545,Hero
800,Honda CBR150 R,77000.0,2014,Individual,1st owner,38000,132513.0,10,8,3800.0,316.667,Honda
801,Honda CB Unicorn Dazzler,25000.0,2011,Individual,1st owner,40000,71757.0,13,8,3076.923,256.41,Honda
802,TVS Apache [2006],15000.0,2006,Individual,1st owner,40000,,18,8,2222.222,185.185,TVS
803,Hero Passion XPro,25000.0,2013,Individual,1st owner,25000,59640.0,11,5,2272.727,189.394,Hero
804,Honda Activa 5G,50000.0,2018,Individual,1st owner,25000,57957.0,6,5,4166.667,347.222,Honda
805,Honda Activa i,30000.0,2014,Individual,1st owner,25000,53900.0,10,5,2500.0,208.333,Honda
806,TVS Apache RTR 200 4V,125000.0,2019,Individual,1st owner,3000,,5,1,600.0,50.0,TVS
807,Hero Honda CBZ extreme,35000.0,2011,Individual,1st owner,28000,,13,6,2153.846,179.487,Hero Honda
808,Suzuki Gixxer [2014-2018],45000.0,2015,Individual,1st owner,40000,78316.0,9,8,4444.444,370.37,Suzuki
809,Hero Xpulse 200,98000.0,2019,Individual,1st owner,8500,107500.0,5,2,1700.0,141.667,Hero
810,Bajaj Pulsar 150,75000.0,2017,Individual,1st owner,30000,,7,6,4285.714,357.143,Bajaj
811,Bajaj Pulsar AS150,55000.0,2017,Individual,2nd owner,20000,80821.0,7,4,2857.143,238.095,Bajaj
812,Bajaj Platina 100,25000.0,2013,Individual,1st owner,30000,,11,6,2727.273,227.273,Bajaj
813,Honda CB Twister,70000.0,2014,Individual,1st owner,12566,49150.0,10,3,1256.6,104.717,Honda
814,Suzuki SlingShot,24000.0,2011,Individual,1st owner,17000,,13,4,1307.692,108.974,Suzuki
815,TVS Apache RTR 160,70000.0,2018,Individual,1st owner,17000,,6,4,2833.333,236.111,TVS
816,Bajaj V12,45000.0,2017,Individual,1st owner,35000,58906.0,7,7,5000.0,416.667,Bajaj
817,Hero Karizma 2014,25000.0,2015,Individual,1st owner,40000,86744.0,9,8,4444.444,370.37,Hero
818,Yamaha YZF R15 V3,170000.0,2019,Individual,1st owner,1400,146400.0,5,1,280.0,23.333,Yamaha
819,Yamaha Fascino 110,38000.0,2016,Individual,1st owner,37000,54500.0,8,8,4625.0,385.417,Yamaha
820,Honda CB Unicorn 160,45000.0,2015,Individual,1st owner,15000,77545.0,9,3,1666.667,138.889,Honda
821,Yamaha Gladiator,15000.0,2009,Individual,1st owner,46000,,15,10,3066.667,255.556,Yamaha
822,Hero Honda Glamour,45000.0,2012,Individual,1st owner,75000,,12,15,6250.0,520.833,Hero Honda
823,Bajaj Discover 100,22000.0,2014,Individual,1st owner,14289,42859.0,10,3,1428.9,119.075,Bajaj
824,Mahindra Gusto,30000.0,2015,Individual,2nd owner,20000,51185.0,9,4,2222.222,185.185,Mahindra
825,Royal Enfield Thunderbird 350,100000.0,2012,Individual,1st owner,28000,,12,6,2333.333,194.444,Royal Enfield
826,Royal Enfield Classic 350,100000.0,2014,Individual,1st owner,19000,,10,4,1900.0,158.333,Royal Enfield
827,Bajaj Pulsar 150,60000.0,2017,Individual,1st owner,28450,,7,6,4064.286,338.69,Bajaj
828,Royal Enfield Electra Twinspark,100000.0,2014,Individual,1st owner,31500,,10,7,3150.0,262.5,Royal Enfield
829,Bajaj Pulsar 150,40000.0,2016,Individual,1st owner,28000,,8,6,3500.0,291.667,Bajaj
830,Bajaj Pulsar 150,21000.0,2007,Individual,1st owner,100000,,17,20,5882.353,490.196,Bajaj
831,Hero HF Deluxe,40000.0,2018,Individual,1st owner,16000,,6,4,2666.667,222.222,Hero
832,Honda Activa [2000-2015],25000.0,2007,Individual,1st owner,17860,50267.0,17,4,1050.588,87.549,Honda
833,Yamaha FZ S [2012-2016],45000.0,2015,Individual,1st owner,24000,79432.0,9,5,2666.667,222.222,Yamaha
834,Bajaj Avenger Cruise 220,75000.0,2016,Individual,1st owner,10950,,8,3,1368.75,114.062,Bajaj
835,Honda Dio,45000.0,2017,Individual,1st owner,35850,,7,8,5121.429,426.786,Honda
836,Honda Activa i [2016-2017],35000.0,2016,Individual,1st owner,29000,53436.0,8,6,3625.0,302.083,Honda
837,Royal Enfield Bullet 350 [2007-2011],60000.0,2001,Individual,2nd owner,4000,,23,1,173.913,14.493,Royal Enfield
838,Yamaha FZ V 2.0,60000.0,2016,Individual,1st owner,45420,81508.0,8,10,5677.5,473.125,Yamaha
839,Royal Enfield Classic 350,130000.0,2018,Individual,2nd owner,35000,,6,7,5833.333,486.111,Royal Enfield
840,Honda CB Shine SP,42000.0,2017,Individual,1st owner,19800,64750.0,7,4,2828.571,235.714,Honda
841,Bajaj V15,76000.0,2018,Individual,1st owner,23000,65626.0,6,5,3833.333,319.444,Bajaj
842,Hero CBZ,40000.0,2014,Individual,1st owner,35000,,10,7,3500.0,291.667,Hero
843,Hero Splendor Plus,65000.0,2018,Individual,1st owner,7500,,6,2,1250.0,104.167,Hero
844,Bajaj Discover 100 T,20000.0,2013,Individual,1st owner,20000,47032.0,11,4,1818.182,151.515,Bajaj
845,Honda CB Hornet 160R,75000.0,2016,Individual,1st owner,72000,92661.0,8,15,9000.0,750.0,Honda
846,Honda CB Hornet 160R,70000.0,2018,Individual,1st owner,7000,92661.0,6,2,1166.667,97.222,Honda
847,TVS Apache RTR 160 4V,105000.0,2019,Individual,1st owner,6000,,5,2,1200.0,100.0,TVS
848,Honda CB Shine SP,50000.0,2017,Individual,1st owner,34300,62317.0,7,7,4900.0,408.333,Honda
849,Royal Enfield Classic 350,120000.0,2017,Individual,1st owner,7199,,7,2,1028.429,85.702,Royal Enfield
850,Bajaj Pulsar 180,25000.0,2011,Individual,1st owner,43000,85011.0,13,9,3307.692,275.641,Bajaj
851,TVS XL 100,30000.0,2017,Individual,1st owner,8000,30490.0,7,2,1142.857,95.238,TVS
852,Hero Super Splendor,50000.0,2017,Individual,1st owner,9999,,7,2,1428.429,119.036,Hero
853,Hero Honda CBZ extreme,25000.0,2007,Individual,1st owner,80000,,17,16,4705.882,392.157,Hero Honda
854,Bajaj Pulsar 180,50000.0,2014,Individual,1st owner,30000,85011.0,10,6,3000.0,250.0,Bajaj
855,Bajaj Discover 150,35000.0,2015,Individual,1st owner,12000,54299.0,9,3,1333.333,111.111,Bajaj
856,Bajaj Pulsar 180,30000.0,2009,Individual,1st owner,17500,85011.0,15,4,1166.667,97.222,Bajaj
857,Honda Shine,37000.0,2016,Individual,1st owner,45000,,8,9,5625.0,468.75,Honda
858,Honda CB Unicorn 150,42000.0,2013,Individual,1st owner,38000,74295.0,11,8,3454.545,287.879,Honda
859,Royal Enfield Himalayan,119000.0,2016,Individual,1st owner,19800,,8,4,2475.0,206.25,Royal Enfield
860,Kawasaki Ninja 650 [2018-2019],300000.0,2011,Individual,1st owner,12000,589000.0,13,3,923.077,76.923,Kawasaki
861,Royal Enfield Classic 350,130000.0,1993,Individual,2nd owner,10000,,31,2,322.581,26.882,Royal Enfield
862,Hero Honda Passion Plus,22000.0,2008,Individual,2nd owner,85000,,16,17,5312.5,442.708,Hero Honda
863,Hero Honda Splendor Plus,15000.0,2007,Individual,1st owner,70000,,17,14,4117.647,343.137,Hero Honda
864,Benelli TNT 25,160000.0,2017,Individual,1st owner,2009,170994.0,7,1,287.0,23.917,Benelli
865,Royal Enfield Thunderbird 500X,185000.0,2018,Individual,1st owner,1500,198605.0,6,1,250.0,20.833,Royal Enfield
866,Royal Enfield Continental GT [2013 - 2018],110000.0,2014,Individual,1st owner,12077,208902.0,10,3,1207.7,100.642,Royal Enfield
867,KTM RC 200,150000.0,2017,Individual,1st owner,20000,,7,4,2857.143,238.095,KTM
868,Royal Enfield Bullet 350 [2007-2011],150000.0,1995,Individual,3rd owner,20000,,29,4,689.655,57.471,Royal Enfield
869,Bajaj Pulsar 220F,45000.0,2011,Individual,1st owner,40000,,13,8,3076.923,256.41,Bajaj
870,Bajaj Avenger Street 220,75000.0,2018,Individual,1st owner,12000,95955.0,6,3,2000.0,166.667,Bajaj
871,Honda Activa 125 [2016-2017],50000.0,2017,Individual,1st owner,27000,61545.0,7,6,3857.143,321.429,Honda
872,Honda Shine,30000.0,2013,Individual,1st owner,93000,,11,19,8454.545,704.545,Honda
873,Bajaj Discover 150F,30000.0,2015,Individual,1st owner,12000,64071.0,9,3,1333.333,111.111,Bajaj
874,Bajaj Pulsar 150 [2001-2011],22000.0,2011,Individual,1st owner,36000,,13,8,2769.231,230.769,Bajaj
875,Hero Karizma ZMR,75000.0,2015,Individual,1st owner,11000,108000.0,9,3,1222.222,101.852,Hero
876,Honda Dream Yuga,45000.0,2017,Individual,1st owner,26000,56147.0,7,6,3714.286,309.524,Honda
877,Hero Glamour 125,35000.0,2014,Individual,1st owner,450000,61600.0,10,90,45000.0,3750.0,Hero
878,Honda Activa [2000-2015],35000.0,2012,Individual,1st owner,29000,50267.0,12,6,2416.667,201.389,Honda
879,Bajaj CT 100,25000.0,2017,Individual,1st owner,45000,,7,9,6428.571,535.714,Bajaj
880,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,13000,92210.0,7,3,1857.143,154.762,Honda
881,Hero CD Dawn,10000.0,2005,Individual,1st owner,48000,,19,10,2526.316,210.526,Hero
882,Royal Enfield Classic Gunmetal Grey,180000.0,2018,Individual,1st owner,5814,148114.0,6,2,969.0,80.75,Royal Enfield
883,Bajaj Discover 100,24000.0,2014,Individual,1st owner,31000,42859.0,10,7,3100.0,258.333,Bajaj
884,Honda Shine,42000.0,2017,Individual,1st owner,25000,,7,5,3571.429,297.619,Honda
885,TVS Max DLX,26000.0,2002,Individual,2nd owner,28000,,22,6,1272.727,106.061,TVS
886,Honda Dio,60000.0,2018,Individual,1st owner,11000,,6,3,1833.333,152.778,Honda
887,Bajaj Pulsar 180,72000.0,2017,Dealer,1st owner,7850,85011.0,7,2,1121.429,93.452,Bajaj
888,Royal Enfield Thunderbird 350,120000.0,2015,Individual,1st owner,10000,,9,2,1111.111,92.593,Royal Enfield
889,Royal Enfield Thunderbird 350,59000.0,2005,Individual,2nd owner,40000,,19,8,2105.263,175.439,Royal Enfield
890,Royal Enfield Classic Chrome,185000.0,2015,Individual,2nd owner,5000,189313.0,9,1,555.556,46.296,Royal Enfield
891,Royal Enfield Classic Gunmetal Grey,140000.0,2018,Individual,1st owner,14000,148114.0,6,3,2333.333,194.444,Royal Enfield
892,KTM 390 Duke,205000.0,2018,Individual,1st owner,7500,,6,2,1250.0,104.167,KTM
893,Hero Pleasure [2005-2015],30000.0,2013,Individual,1st owner,25000,46779.0,11,5,2272.727,189.394,Hero
894,TVS Victor,18000.0,2004,Individual,1st owner,46700,54852.0,20,10,2335.0,194.583,TVS
895,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,12000,,13,3,923.077,76.923,Bajaj
896,KTM RC 200,185000.0,2019,Individual,1st owner,6000,,5,2,1200.0,100.0,KTM
897,Kawasaki Ninja 300,300000.0,2016,Individual,1st owner,9800,360000.0,8,2,1225.0,102.083,Kawasaki
898,Honda Dream Yuga,30000.0,2015,Individual,2nd owner,46070,56147.0,9,10,5118.889,426.574,Honda
899,Bajaj Pulsar 150,35000.0,2009,Individual,1st owner,14500,,15,3,966.667,80.556,Bajaj
900,Bajaj Pulsar 150 [2001-2011],35000.0,2008,Individual,1st owner,70000,,16,14,4375.0,364.583,Bajaj
901,Hero Honda Passion Plus,25000.0,2008,Dealer,2nd owner,100000,,16,20,6250.0,520.833,Hero Honda
902,Yamaha YZF R15 [2011-2018],80000.0,2013,Dealer,1st owner,30000,118997.0,11,6,2727.273,227.273,Yamaha
903,Hero Honda Splendor Plus,20000.0,2004,Individual,2nd owner,127000,,20,26,6350.0,529.167,Hero Honda
904,Hero Karizma ZMR,43000.0,2012,Individual,2nd owner,63000,108000.0,12,13,5250.0,437.5,Hero
905,Hero Honda Splendor Plus,20000.0,2010,Individual,2nd owner,30000,,14,6,2142.857,178.571,Hero Honda
906,Yo Style,20000.0,2011,Individual,1st owner,10000,37675.0,13,2,769.231,64.103,Yo
907,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,10000,52271.0,9,2,1111.111,92.593,Hero
908,Hero Super Splendor,30000.0,2011,Individual,1st owner,89000,,13,18,6846.154,570.513,Hero
909,Bajaj Discover 100,21000.0,2009,Individual,1st owner,50000,42859.0,15,10,3333.333,277.778,Bajaj
910,Yamaha Fazer [2009-2016],35000.0,2011,Individual,1st owner,15500,84751.0,13,4,1192.308,99.359,Yamaha
911,Bajaj Discover 125,23000.0,2011,Individual,1st owner,66000,57549.0,13,14,5076.923,423.077,Bajaj
912,Hero Super Splendor,40000.0,2017,Individual,2nd owner,80000,,7,16,11428.571,952.381,Hero
913,Honda Shine,40000.0,2011,Individual,1st owner,8600,,13,2,661.538,55.128,Honda
914,Bajaj Discover 125 M,45000.0,2014,Individual,1st owner,40000,47186.0,10,8,4000.0,333.333,Bajaj
915,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,25000,80435.0,8,5,3125.0,260.417,Bajaj
916,Yamaha Fazer [2009-2016],40000.0,2013,Individual,1st owner,34500,84751.0,11,7,3136.364,261.364,Yamaha
917,Hero Passion X Pro [2016-2017],42000.0,2016,Individual,1st owner,15500,59095.0,8,4,1937.5,161.458,Hero
918,Honda Activa [2000-2015],18000.0,2011,Individual,1st owner,28000,50267.0,13,6,2153.846,179.487,Honda
919,TVS Star City,15000.0,2006,Individual,1st owner,40000,46575.0,18,8,2222.222,185.185,TVS
920,Hero Honda Hunk,45000.0,2013,Individual,1st owner,40000,,11,8,3636.364,303.03,Hero Honda
921,TVS Star City,25000.0,2016,Individual,1st owner,50000,47108.0,8,10,6250.0,520.833,TVS
922,Bajaj Pulsar 150,70000.0,2017,Individual,1st owner,24000,,7,5,3428.571,285.714,Bajaj
923,Bajaj Discover 100,23000.0,2012,Individual,1st owner,50000,42859.0,12,10,4166.667,347.222,Bajaj
924,TVS Victor,10000.0,2005,Individual,1st owner,55000,54852.0,19,11,2894.737,241.228,TVS
925,Hero Honda Splendor Plus,25000.0,2012,Individual,1st owner,70000,,12,14,5833.333,486.111,Hero Honda
926,Honda Aviator,25000.0,2012,Individual,2nd owner,12000,59183.0,12,3,1000.0,83.333,Honda
927,Bajaj Pulsar 180,50000.0,2010,Individual,1st owner,70000,85011.0,14,14,5000.0,416.667,Bajaj
928,Bajaj Avenger [2015],60000.0,2015,Individual,2nd owner,16000,75502.0,9,4,1777.778,148.148,Bajaj
929,Hero CD Dawn,35000.0,2014,Individual,1st owner,38000,,10,8,3800.0,316.667,Hero
930,Hero Maestro,50000.0,2016,Individual,1st owner,100000,49412.0,8,20,12500.0,1041.667,Hero
931,Honda CB Shine SP,50000.0,2016,Individual,1st owner,45000,64750.0,8,9,5625.0,468.75,Honda
932,Hero Honda CD Deluxe,25500.0,2012,Individual,1st owner,28990,,12,6,2415.833,201.319,Hero Honda
933,Hero Honda Hunk,35000.0,2010,Individual,1st owner,13000,,14,3,928.571,77.381,Hero Honda
934,Hero Honda CD Deluxe,20000.0,2005,Individual,1st owner,15000,,19,3,789.474,65.79,Hero Honda
935,Honda Activa 3G,40000.0,2016,Individual,1st owner,60000,54605.0,8,12,7500.0,625.0,Honda
936,Bajaj Pulsar 135 LS,45000.0,2017,Individual,1st owner,22000,64589.0,7,5,3142.857,261.905,Bajaj
937,Bajaj Pulsar 150 [2001-2011],30000.0,2008,Individual,1st owner,19500,,16,4,1218.75,101.562,Bajaj
938,Hero Pleasure,30000.0,2013,Individual,1st owner,25000,49600.0,11,5,2272.727,189.394,Hero
939,Hero Honda CBZ extreme,30000.0,2011,Individual,3rd owner,70000,,13,14,5384.615,448.718,Hero Honda
940,Bajaj Pulsar 150,40000.0,2014,Individual,2nd owner,65000,,10,13,6500.0,541.667,Bajaj
941,Honda CB Twister,25000.0,2012,Individual,1st owner,86000,53857.0,12,18,7166.667,597.222,Honda
942,Honda Livo,45000.0,2017,Individual,1st owner,30000,,7,6,4285.714,357.143,Honda
943,Bajaj Pulsar AS200,65000.0,2015,Individual,1st owner,33000,92074.0,9,7,3666.667,305.556,Bajaj
944,Honda Activa 3G,40000.0,2015,Individual,1st owner,36000,54605.0,9,8,4000.0,333.333,Honda
945,Hero Honda Hunk,40000.0,2010,Individual,1st owner,41000,,14,9,2928.571,244.048,Hero Honda
946,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,28000,83340.0,7,6,4000.0,333.333,Honda
947,Hero HF Deluxe,35000.0,2018,Individual,1st owner,15000,,6,3,2500.0,208.333,Hero
948,Hero Splendor PRO,35000.0,2015,Individual,1st owner,35280,51994.0,9,8,3920.0,326.667,Hero
949,Bajaj Boxer,15000.0,2004,Individual,1st owner,18000,,20,4,900.0,75.0,Bajaj
950,Royal Enfield Electra 5 S,99000.0,2012,Individual,1st owner,28000,,12,6,2333.333,194.444,Royal Enfield
951,Royal Enfield Electra 5 S,90000.0,2012,Individual,1st owner,40000,,12,8,3333.333,277.778,Royal Enfield
952,Hero Honda Hunk,20000.0,2010,Individual,1st owner,17000,,14,4,1214.286,101.191,Hero Honda
953,Hero Ignitor,36000.0,2016,Individual,1st owner,23000,65599.0,8,5,2875.0,239.583,Hero
954,Bajaj Discover 100 M,32000.0,2014,Individual,1st owner,30000,44756.0,10,6,3000.0,250.0,Bajaj
955,Honda Activa 3G,50000.0,2016,Individual,1st owner,6000,54605.0,8,2,750.0,62.5,Honda
956,Bajaj Pulsar 135 LS,50000.0,2015,Individual,1st owner,48000,64589.0,9,10,5333.333,444.444,Bajaj
957,Bajaj Pulsar 220 DTS-i,60000.0,2014,Individual,1st owner,16000,,10,4,1600.0,133.333,Bajaj
958,Hero Honda CBZ extreme,40000.0,2009,Individual,1st owner,50000,,15,10,3333.333,277.778,Hero Honda
959,Hero Honda CBZ extreme,35000.0,2012,Individual,1st owner,60000,,12,12,5000.0,416.667,Hero Honda
960,Royal Enfield Thunder 500,175000.0,2018,Individual,1st owner,3000,190000.0,6,1,500.0,41.667,Royal Enfield
961,UM Renegade Mojave,170000.0,2019,Individual,1st owner,1400,182000.0,5,1,280.0,23.333,UM
962,KTM RC200,165000.0,2019,Individual,1st owner,4000,178000.0,5,1,800.0,66.667,KTM
963,Bajaj Dominar 400,145000.0,2019,Individual,1st owner,1200,160000.0,5,1,240.0,20.0,Bajaj
964,Royal Enfield Classic 350,135000.0,2019,Individual,1st owner,4100,147000.0,5,1,820.0,68.333,Royal Enfield
965,KTM RC390,135000.0,2017,Individual,1st owner,21700,237000.0,7,5,3100.0,258.333,KTM
966,Hyosung GT250R,135000.0,2016,Individual,2nd owner,16500,345000.0,8,4,2062.5,171.875,Hyosung
967,Royal Enfield Thunder 350,125000.0,2015,Individual,1st owner,15000,150000.0,9,3,1666.667,138.889,Royal Enfield
968,Royal Enfield Thunder 350,120000.0,2018,Individual,1st owner,18000,150000.0,6,4,3000.0,250.0,Royal Enfield
969,Royal Enfield Classic 350,120000.0,2019,Individual,1st owner,11000,147000.0,5,3,2200.0,183.333,Royal Enfield
970,KTM RC200,120000.0,2018,Individual,1st owner,6000,178000.0,6,2,1000.0,83.333,KTM
971,Royal Enfield Thunder 350,115000.0,2018,Individual,1st owner,8700,150000.0,6,2,1450.0,120.833,Royal Enfield
972,KTM 390 Duke ,115000.0,2016,Individual,1st owner,7000,240000.0,8,2,875.0,72.917,KTM
973,Mahindra Mojo XT300,115000.0,2018,Individual,1st owner,35000,140000.0,6,7,5833.333,486.111,Mahindra
974,Royal Enfield Classic 350,115000.0,2017,Individual,1st owner,17000,147000.0,7,4,2428.571,202.381,Royal Enfield
975,Royal Enfield Classic 350,111000.0,2017,Individual,1st owner,17500,147000.0,7,4,2500.0,208.333,Royal Enfield
976,Royal Enfield Classic 350,110000.0,2015,Individual,1st owner,33000,147000.0,9,7,3666.667,305.556,Royal Enfield
977,Royal Enfield Thunder 500,110000.0,2017,Individual,1st owner,14000,190000.0,7,3,2000.0,166.667,Royal Enfield
978,Royal Enfield Classic 350,110000.0,2017,Individual,1st owner,26000,147000.0,7,6,3714.286,309.524,Royal Enfield
979,Royal Enfield Thunder 500,105000.0,2015,Individual,1st owner,5400,190000.0,9,2,600.0,50.0,Royal Enfield
980,Bajaj Pulsar RS200,105000.0,2018,Individual,1st owner,5700,126000.0,6,2,950.0,79.167,Bajaj
981,Royal Enfield Thunder 350,105000.0,2013,Individual,1st owner,6900,150000.0,11,2,627.273,52.273,Royal Enfield
982,Royal Enfield Bullet 350,105000.0,2018,Individual,1st owner,6000,117000.0,6,2,1000.0,83.333,Royal Enfield
983,Royal Enfield Classic 350,100000.0,2015,Individual,1st owner,46500,147000.0,9,10,5166.667,430.556,Royal Enfield
984,Royal Enfield Classic 500,95000.0,2014,Individual,1st owner,11500,175000.0,10,3,1150.0,95.833,Royal Enfield
985,Royal Enfield Classic 500,90000.0,2011,Individual,1st owner,40000,175000.0,13,8,3076.923,256.41,Royal Enfield
986,Bajaj Avenger 220,90000.0,2019,Individual,1st owner,1300,95000.0,5,1,260.0,21.667,Bajaj
987,Bajaj Avenger 150,75000.0,2018,Individual,1st owner,7000,80000.0,6,2,1166.667,97.222,Bajaj
988,Honda CB Hornet 160R,80000.0,2019,Individual,1st owner,3000,87000.0,5,1,600.0,50.0,Honda
989,Yamaha FZ S V 2.0,78000.0,2019,Individual,1st owner,5000,84000.0,5,1,1000.0,83.333,Yamaha
990,Honda CB Hornet 160R,75000.0,2019,Individual,1st owner,11000,87000.0,5,3,2200.0,183.333,Honda
991,Yamaha FZ 16,75000.0,2017,Individual,1st owner,18000,82000.0,7,4,2571.429,214.286,Yamaha
